R,DC,mean voltage,maximum voltage,range voltage,variance voltage,median voltage,First Quartile voltage,Third Quartile voltage,Absolute Mean Deviation voltage,Absolute Local Derivative voltage
0.1,50,0.0604437791429196,0.0852607479784655,0.0494905408366232,0.000272184106621827,0.0602250459916118,0.0447461224542388,0.0762761348268232,0.0146462341231561,0.000486295057618419
0.1,51,0.0609811902376198,0.0862296985242564,0.0502636614273799,0.000280994457522436,0.0606592343923187,0.045026094917006,0.0770933002069937,0.014882006041891,0.000493731525194098
0.1,52,0.0616680848630362,0.0876426076269314,0.0514135004079582,0.000292624496153978,0.0611239753020835,0.045370386117626,0.0781649111476794,0.0151884891661238,0.000503278348548691
0.1,53,0.0624428382180479,0.0887676172344906,0.0520456247067144,0.000306216784747464,0.0618338847848687,0.0457899753448069,0.0792334452840985,0.0155408280472899,0.000514094922858883
0.1,54,0.0629219601235906,0.0897662927293237,0.0529486503695754,0.000314911445104259,0.0623578663772146,0.0460765481822813,0.0800485607373927,0.0157619461050152,0.00052080175820327
0.1,55,0.0635275063051139,0.09084530142468,0.0538182906600215,0.000326223617130598,0.0628487328942005,0.0463574113548741,0.0809701264210021,0.0160460537940264,0.00052934555710395
0.1,56,0.0639592181151314,0.0917541808309505,0.0545527747783751,0.000334487157172018,0.0630671409293935,0.0465729354476753,0.0816732384507399,0.0162509648786974,0.000535420928022783
0.1,57,0.0645039180077746,0.0926902630761413,0.0553281183413213,0.000345168134271621,0.0635568348295972,0.0468472627724689,0.082509132121025,0.016513698634166,0.000543100285752654
0.1,57,0.0648630444360878,0.0934097044350602,0.0558809454240932,0.000352361270364528,0.0638815542160344,0.0470587921580307,0.0831945478326113,0.0166894168865169,0.000548174333160963
0.1,59,0.0654322154960293,0.0943834993828202,0.0565629792779001,0.000364009710278597,0.0644873050807959,0.0472955632927595,0.0840885329775301,0.0169717844771261,0.000556228088016922
0.1,60,0.0658493438429413,0.0951235056891697,0.0571770263190668,0.000372667520781705,0.0647270235435468,0.0474745471774322,0.0846643116605398,0.0171793717591206,0.000562033348127522
0.1,61,0.0661514322939414,0.0957202985786185,0.05768015527535,0.000379015834002731,0.0647996149467458,0.047582555274367,0.0853001694546632,0.0173305764908583,0.000566247276942575
0.1,62,0.0665197684655641,0.0962792432318224,0.0580115935727929,0.000386841438847494,0.0652100916411104,0.0477237678316829,0.0858573882024018,0.0175163112006709,0.000571352475071947
