R,DC,mean voltage,maximum voltage,range voltage,variance voltage,median voltage,First Quartile voltage,Third Quartile voltage,Absolute Mean Deviation voltage,Absolute Local Derivative voltage
10,0.01,0.00230601602824783,0.00232824865312002,4.81829996813389e-05,1.2544976591857e-10,0.00230604771445754,0.00229665834578512,0.00231556243770696,9.60559530398865e-06,4.4569662281778e-07
10,0.02,0.143586649774416,0.172768290106755,0.0796500007223475,0.000781180951451043,0.13043899871901,0.128376939726751,0.171545417035374,0.0255747355026226,1.85822364988413e-05
10,0.03,0.234529135917606,0.255169442734286,0.0303996138734811,6.67635285080485e-05,0.23351792296606,0.228424723182773,0.235834424031683,0.0059545232432082,2.86914656441962e-05
10,0.04,0.306326481456804,0.315378895600736,0.01912844217334,4.03942060310484e-05,0.30908327713947,0.299334125538053,0.31201639377218,0.00593052543984765,3.66796297246108e-05
10,0.05,0.348969268452548,0.356150798790895,0.0125276947816014,7.18350281180454e-06,0.348515975685423,0.347141825688694,0.350532614726222,0.00210879451304929,4.13270910433372e-05
10,0.06,0.413409711117143,0.420047531993862,0.0144579908338979,1.70842028334177e-05,0.414419954147097,0.409623041429879,0.417175178476907,0.00377642205809191,4.83237973308394e-05
10,0.07,0.459088922407712,0.464973869480724,0.0134946195580467,1.27337189676632e-05,0.458976829835068,0.45609886495381,0.462224198699059,0.00307979648302514,5.32579670138957e-05
10,0.08,0.493569358106137,0.49913869000499,0.0114203197757176,7.9588797995621e-06,0.493543597420884,0.491392195942556,0.495419609289615,0.0022955106352321,5.69328212173611e-05
10,0.09,0.539109238968457,0.546863088750543,0.0176435932079219,2.46649686923875e-05,0.540434168034459,0.53455682156971,0.543449830519944,0.00441879017697852,6.17960131304398e-05
10,0.1,0.570252258044075,0.579662472669535,0.0164684987409682,1.24042134737808e-05,0.569927593017966,0.567804716464456,0.572741300124411,0.00282785943887174,6.50890837856718e-05
10,0.11,0.610634310447963,0.620265110913748,0.0195058369344614,3.00295713482165e-05,0.61092778665683,0.605966676265441,0.615605797870178,0.00489413006961369,6.93861491124045e-05
10,0.12,0.658060646289126,0.662703542750084,0.0119442574279971,7.12759567759496e-06,0.658161936879154,0.655949865126964,0.660253235366373,0.0022560435279906,7.4382366703878e-05
10,0.13,0.688414993811158,0.694672305247439,0.0128516476822468,8.96025201424034e-06,0.688497449872784,0.686269940232944,0.690539067555984,0.00248295316821266,7.75526157186301e-05
10,0.14,0.728048522891685,0.736749817765176,0.0218559446754985,2.94560650413691e-05,0.728565851735715,0.723566447342349,0.732578319036537,0.00454160274516967,8.17323899847341e-05
10,0.15,0.758055004015439,0.769894428819784,0.0195167402177938,1.6725222056637e-05,0.757834839064762,0.754888744207342,0.760384788774733,0.00325157571309282,8.48525883375473e-05
10,0.16,0.797236610297347,0.806513815312711,0.0192260973304701,2.41473609764422e-05,0.79703366935199,0.793481766580169,0.801070729334013,0.00408441191233269,8.89537262838803e-05
10,0.17,0.824587476846215,0.832163278816846,0.0139602782107539,1.03104334007461e-05,0.824730283439752,0.821951874996423,0.827245859328549,0.00273314351548697,9.17866186987296e-05
